0, 0, 1, 0, 0
5, 0.01, 31, 0, 0
10, 0.04, 58, 0, 0
15, 0.13, 136, 0, 0
20, 0.13, 140, 0, 0
25, 0.13, 141, 0, 0
30, 0.15, 191, 0, 0
35, 0.16, 218, 0, 0
40, 0.16, 218, 0, 0
45, 0.16, 218, 0, 0
50, 0.18, 237, 0, 0
55, 0.27, 301, 0, 0
60, 0.41, 384, 0, 0
65, 0.48, 431, 0, 0
70, 0.58, 508, 0, 0
75, 0.6, 509, 0, 0
80, 0.71, 592, 0, 0
85, 0.75, 634, 0, 0
90, 0.88, 742, 0, 0
95, 0.99, 831, 0, 0
100, 1.1, 920, 0, 0
105, 1.14, 961, 0, 0
110, 1.14, 968, 0, 0
115, 1.18, 1009, 0, 0
120, 1.19, 1018, 0, 0
125, 1.29, 1117, 0, 0
130, 1.29, 1117, 0, 0
135, 1.29, 1117, 0, 0
140, 1.29, 1117, 0, 0
145, 1.29, 1117, 0, 0
150, 1.29, 1119, 0, 0
155, 1.39, 1168, 0, 0
160, 1.62, 1282, 0, 0
165, 1.75, 1371, 0, 0
170, 1.83, 1410, 0, 0
175, 1.94, 1483, 0, 0
180, 1.99, 1531, 0, 0
185, 2.07, 1577, 0, 0
190, 2.09, 1594, 0, 0
195, 2.11, 1619, 0, 0
200, 2.13, 1650, 0, 0
205, 2.2, 1713, 0, 0
210, 2.27, 1766, 0, 0
215, 2.35, 1825, 0, 0
220, 2.55, 1967, 0, 0
225, 2.76, 2110, 0, 0
230, 2.87, 2187, 0, 0
235, 3.01, 2300, 0, 0
240, 3.06, 2341, 0, 0
245, 3.21, 2454, 0, 0
250, 3.32, 2550, 0, 0
255, 3.43, 2633, 0, 0
260, 3.47, 2673, 0, 0
265, 3.55, 2742, 0, 0
270, 3.57, 2746, 0, 0
275, 3.57, 2746, 0, 0
280, 3.58, 2749, 0, 0
285, 3.58, 2749, 0, 0
290, 3.58, 2749, 0, 0
295, 3.59, 2761, 0, 0
300, 3.59, 2761, 0, 0
305, 3.59, 2761, 0, 0
310, 3.6, 2771, 0, 0
315, 3.6, 2771, 0, 0
320, 3.6, 2774, 0, 0
325, 3.6, 2774, 0, 0
330, 3.6, 2774, 0, 0
335, 3.6, 2775, 0, 0
340, 3.6, 2775, 0, 0
345, 3.6, 2778, 0, 0
