cmpid, context, order, belong, p, op, condition, is_desirable, offsets, state
3623465573, 840224, 1, 16242, 65535, 511, 2, 41, 52, true, , OneByte
3623465573, 840224, 65537, 16242, 65535, 511, 2, 41, 51, true, , OneByte
3623465573, 840224, 131073, 16242, 65535, 511, 2, 41, 50, true, , OneByte
3623465573, 840224, 196609, 16242, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 840224, 262145, 889, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 840224, 327681, 16242, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 840224, 393217, 16242, 65535, 511, 2, 41, 54, true, , OneByte
3623465573, 840224, 458753, 16242, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 840224, 524289, 16242, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 840224, 589825, 16242, 65535, 511, 2, 41, 42, true, , OneByte
3344215128, 172473, 1, 890, 65535, 288, 2, 1, 0, true, , OneByte
4182708121, 486173, 1, 892, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 486173, 1, 892, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 486173, 1, 892, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 486173, 1, 892, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 171565, 1, 892, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 171565, 1, 893, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 104473, 1, 894, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
4182711784, 409513, 1, 900, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 738049, 1, 895, 65535, 288, 2, 42, 49, true, , OneByte
3284927270, 899944, 1, 898, 65535, 32, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 665319, 2, 901, 65535, 32, 2, 4b, 72, true, , OneByte
3958320056, 665319, 2, 901, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 665319, 2, 901, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 104473, 1, 902, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 738049, 1, 903, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 738049, 1, 910, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
28810767, 388200, 2, 919, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 388200, 2, 919, 65535, 288, 2, 4, 0, true, , OneByte
4182711916, 983334, 1, 927, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 717846, 1, 926, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 717846, 1, 927, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182735742, 83047, 4, 934, 65535, 288, 2, 6e, 70, false, , OneByte
4182757621, 83047, 4, 934, 65535, 40, 2, 6e, 70, false, , OneByte
4182708121, 250004, 1, 939, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 250004, 1, 939, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 250004, 1, 939, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 250004, 1, 939, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 402852, 1, 939, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 402852, 1, 940, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 336784, 1, 941, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
4182711784, 164896, 1, 947, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 1046664, 1, 942, 65535, 288, 2, 42, 49, true, , OneByte
3284927270, 867982, 1, 945, 65535, 288, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 969677, 1, 955, 65535, 32, 2, 56, 72, true, , OneByte
3958320056, 969677, 1, 948, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 969677, 1, 948, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 336784, 1, 949, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 1046664, 1, 950, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 1046664, 1, 957, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
2280469355, 98449, 1, 964, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 98449, 1, 962, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 98449, 65537, 962, 65535, 511, 2, 41, 53, true, , OneByte
3623479664, 223281, 1, 968, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 223281, 1, 972, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 1045256, 1, 974, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 223281, 1, 976, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 223281, 1, 978, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 223281, 1, 984, 65535, 288, 2, 1, 0, true, , OneByte
4182708121, 1015504, 1, 987, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 1015504, 1, 987, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 1015504, 1, 987, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 1015504, 1, 987, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 691168, 1, 987, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 691168, 1, 988, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182711784, 928356, 1, 989, 65535, 288, 2, 41, 55, true, , OneByte
4182715942, 928356, 1, 990, 65535, 511, 2, 43, 43, true, 150-151, OneByte
4182715942, 928356, 65537, 990, 65535, 511, 2, 43, 44, true, , OneByte
4182720034, 928356, 1, 991, 65535, 288, 0, 44, 42, false, 150-151, Unsolvable
4182745873, 225583, 1, 998, 65535, 32, 2, 56, 72, true, , OneByte
3958320056, 225583, 1, 993, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 225583, 1, 993, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
3344013762, 423715, 1, 1011, 65535, 288, 0, 59, 73, false, 14-15, Unsolvable
3623455343, 875778, 1, 1011, 65535, 288, 0, 59, 75, false, 14-15, Unsolvable
3623444882, 875778, 1, 1011, 65535, 288, 0, 59, 0, false, 14-15, Unsolvable
2546264649, 875778, 1, 1011, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
4182711784, 1023624, 1, 1012, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 188960, 1, 1012, 65535, 288, 2, 49, 49, true, , OneByte
4182711784, 829402, 1, 1013, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 121714, 1, 1013, 65535, 288, 2, 49, 49, true, , OneByte
4182711784, 155844, 1, 1014, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 990316, 1, 1014, 65535, 288, 2, 49, 49, true, , OneByte
3285171998, 118458, 1, 1016, 65535, 288, 1, 49, 49, false, 150-151, Unsolvable
4182711784, 661947, 1, 1017, 65535, 288, 0, 49, 55, false, 150-151, Unsolvable
4182715678, 484627, 1, 1017, 65535, 288, 2, 49, 49, true, , OneByte
4182708121, 969276, 1, 1018, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 969276, 1, 1018, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 969276, 1, 1018, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 969276, 1, 1018, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 737036, 1, 1018, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 737036, 1, 1019, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 538936, 1, 1020, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
3284927270, 9254, 1, 1024, 65535, 288, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 250213, 1, 1026, 65535, 32, 2, 4b, 72, true, , OneByte
3958320056, 250213, 1, 1026, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 250213, 1, 1026, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 538936, 1, 1027, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 188960, 1, 1028, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 188960, 1, 1035, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
4182708121, 914286, 1, 1039, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 914286, 1, 1039, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 914286, 1, 1039, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 914286, 1, 1039, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 525918, 1, 1039, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 525918, 1, 1040, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 721002, 1, 1041, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
3284927270, 204148, 1, 1044, 65535, 288, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 59447, 1, 1046, 65535, 32, 2, 4b, 72, true, , OneByte
3958320056, 59447, 1, 1046, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 59447, 1, 1046, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 721002, 1, 1047, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 121714, 1, 1048, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 121714, 1, 1055, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
4182708121, 210032, 1, 1059, 65535, 288, 0, 30, 6e, false, 150-151, Unsolvable
4182709540, 210032, 1, 1059, 65535, 38, 1, 30, 2f, false, 150-151, Unsolvable
3958194029, 210032, 1, 1059, 65535, 40, 1, 30, 3a, false, 150-151, Unsolvable
4182711916, 210032, 1, 1059, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 442688, 1, 1059, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 442688, 1, 1060, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 378740, 1, 1061, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
3284927270, 907882, 1, 1064, 65535, 288, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 929577, 1, 1073, 65535, 32, 2, 56, 72, true, , OneByte
3958320056, 929577, 1, 1066, 65535, 32, 2, 4b, 56, true, , OneByte
4182751780, 929577, 1, 1066, 65535, 32, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 378740, 1, 1067, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 990316, 1, 1068, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 990316, 1, 1075, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
4182711916, 892002, 1, 1079, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 551250, 1, 1079, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 551250, 1, 1080, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182746797, 1044573, 1, 1081, 65535, 288, 1, 41, 41, false, 150-151, Unsolvable
4182711784, 546797, 1, 1082, 65535, 288, 0, 42, 55, false, 150-151, Unsolvable
4182715678, 338757, 1, 1082, 65535, 288, 0, 42, 49, false, 150-151, Unsolvable
3284927270, 519491, 1, 1085, 65535, 288, 1, 46, 46, false, 150-151, Unsolvable
4182745873, 268288, 1, 1094, 65535, 288, 2, 56, 72, true, , OneByte
3958320056, 268288, 1, 1087, 65535, 288, 2, 4b, 56, true, , OneByte
4182751780, 268288, 1, 1087, 65535, 288, 1, 4b, 4b, false, 150-151, Unsolvable
4182749140, 1044573, 1, 1088, 65535, 288, 1, 4d, 4d, false, 150-151, Unsolvable
4182695944, 338757, 1, 1089, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
3796899244, 338757, 1, 1096, 65535, 288, 1, 5a, 5a, false, 150-151, Unsolvable
4182708121, 740623, 1, 1101, 65535, 288, 0, 31, 6e, false, 150-151, Unsolvable
4182709540, 740623, 1, 1101, 65535, 38, 1, 31, 2f, false, 150-151, Unsolvable
3958194029, 740623, 1, 1101, 65535, 40, 1, 31, 3a, false, 150-151, Unsolvable
4182711916, 740623, 1, 1101, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 964671, 1, 1100, 65535, 40, 2, 0, 1, true, , OneByte
4182721651, 964671, 1, 1101, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
4182715942, 661947, 1, 1102, 65535, 511, 2, 43, 43, true, 150-151, OneByte
4182715942, 661947, 65537, 1102, 65535, 511, 2, 43, 44, true, , OneByte
4182720034, 661947, 1, 1102, 65535, 288, 0, 43, 42, false, 150-151, Unsolvable
3284760653, 581170, 1, 1104, 65535, 32, 1, 47, 47, false, 150-151, Unsolvable
4182695944, 484627, 1, 1105, 65535, 288, 1, 4e, 4e, false, 150-151, Unsolvable
4182719605, 714014, 1, 1106, 65535, 288, 0, 55, 57, false, 150-151, Unsolvable
4182699079, 618121, 1, 1106, 65535, 38, 1, 55, 2f, false, 150-151, Unsolvable
3958162646, 618121, 1, 1106, 65535, 40, 0, 55, 3a, false, 150-151, Unsolvable
4182704590, 618121, 1, 1106, 65535, 38, 0, 55, 60, false, 150-151, Unsolvable
3958197395, 618121, 1, 1106, 65535, 288, 0, 55, 44, false, 150-151, Unsolvable
4182711388, 618121, 1, 1106, 65535, 288, 0, 55, 43, false, 150-151, Unsolvable
3284664722, 618121, 1, 1106, 65535, 288, 0, 55, 4c, false, 150-151, Unsolvable
4182711784, 618121, 1, 1106, 65535, 288, 1, 55, 55, false, 150-151, Unsolvable
3796899244, 484627, 1, 3023, 65535, 288, 1, 5a, 5a, false, 124-125, Unsolvable
3623454353, 814685, 1, 1117, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 814685, 1, 1117, 65535, 294, 2, 90, ff, true, , OneByte
1441259354, 383770, 1, 1119, 2, 288, 0, 61, 0, false, 10-11&13-14, Offset
2546394141, 383770, 1, 1119, 65535, 36, 2, 0, 1a, true, , Offset
3344215128, 383770, 1, 1119, 2, 288, 0, 1, 0, false, 10-11&13-14, Offset
1442710793, 383770, 1, 1119, 2, 16418, 0, 0, 0, true, 10-11&13-14, Offset
3623465573, 383770, 1, 1122, 65535, 511, 0, 33, 52, false, 13-14, Unsolvable
3623465573, 383770, 65537, 1122, 65535, 511, 0, 33, 51, false, 13-14, Unsolvable
3623465573, 383770, 131073, 1122, 65535, 511, 0, 33, 50, false, 13-14, Unsolvable
3623465573, 383770, 196609, 1122, 65535, 511, 0, 33, 4f, false, 13-14, Unsolvable
3623465573, 383770, 262145, 1122, 65535, 511, 0, 33, 41, false, 13-14, Unsolvable
3623465573, 383770, 327681, 1122, 65535, 511, 0, 33, 53, false, 13-14, Unsolvable
3623465573, 383770, 393217, 1122, 65535, 511, 0, 33, 54, false, 13-14, Unsolvable
3623465573, 383770, 458753, 1122, 65535, 511, 0, 33, 46, false, 13-14, Unsolvable
3623465573, 383770, 524289, 1122, 65535, 511, 0, 33, 44, false, 13-14, Unsolvable
3623465573, 383770, 589825, 1120, 65535, 511, 2, 59, 42, true, , Offset
31024011, 606243, 1, 1122, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2546232870, 606243, 1, 1122, 65535, 288, 0, 33, 0, false, 13-14, Unsolvable
3623458478, 606243, 1, 1122, 65535, 511, 0, 33, 43, false, 13-14, Unsolvable
3623458478, 606243, 65537, 1122, 65535, 511, 0, 33, 4e, false, 13-14, Unsolvable
3623458478, 606243, 131073, 1122, 65535, 511, 0, 33, 4d, false, 13-14, Unsolvable
3623458478, 606243, 196609, 1122, 65535, 511, 0, 33, 58, false, 13-14, Unsolvable
3623458478, 606243, 262145, 1120, 65535, 511, 2, 59, 59, true, 11-12&13-14, Offset
3623458478, 606243, 327681, 1122, 65535, 511, 0, 33, 49, false, 13-14, Unsolvable
3623458478, 606243, 393217, 1122, 65535, 511, 0, 33, 42, false, 13-14, Unsolvable
1141667903, 764035, 1, 1147, 65535, 36, 1, 3, 6, false, 13-14, Unsolvable
1441259354, 764035, 1, 1147, 2, 288, 0, 42, 0, false, 12-13&13-14, Offset
2546394141, 764035, 1, 1147, 2, 36, 0, ffffffe1, 1a, false, 12-13&13-14, Offset
3623465573, 764035, 1, 1147, 2, 511, 0, 42, 52, false, 12-13&13-14, Offset
3623465573, 764035, 65537, 1147, 2, 511, 0, 42, 51, false, 12-13&13-14, Offset
3623465573, 764035, 131073, 1147, 2, 511, 0, 42, 50, false, 12-13&13-14, Offset
3623465573, 764035, 196609, 1147, 2, 511, 0, 42, 4f, false, 12-13&13-14, Offset
3623465573, 764035, 262145, 1147, 2, 511, 0, 42, 41, false, 12-13&13-14, Offset
3623465573, 764035, 327681, 1147, 2, 511, 0, 42, 53, false, 12-13&13-14, Offset
3623465573, 764035, 393217, 1147, 2, 511, 0, 42, 54, false, 12-13&13-14, Offset
3623465573, 764035, 458753, 1147, 2, 511, 0, 42, 46, false, 12-13&13-14, Offset
3623465573, 764035, 524289, 1147, 2, 511, 0, 42, 44, false, 12-13&13-14, Offset
3623465573, 764035, 589825, 1120, 65535, 511, 2, 42, 42, true, 12-13&13-14, Offset
900143235, 979200, 1, 1147, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 979200, 1, 1147, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
3806321823, 979200, 1, 1147, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 979200, 2, 1147, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
641885154, 979200, 2, 1147, 2, 32, 1, 5f, 5f, false, 13-14&14-15, Offset
900143235, 33433, 1, 1121, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 33433, 1, 1121, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
3806321823, 33433, 1, 1121, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 33433, 2, 1121, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
641885154, 33433, 2, 1121, 2, 32, 1, 5f, 5f, false, 13-14&14-15, Offset
1441259354, 304068, 1, 1850, 65535, 32, 0, 59, 0, false, 12-13, Unsolvable
2546394141, 304068, 1, 1125, 65535, 36, 2, ffffffe1, 1a, true, , OneByte
3623465573, 304068, 1, 1125, 65535, 511, 2, 42, 52, true, , OneByte
3623465573, 304068, 65537, 1125, 65535, 511, 2, 42, 51, true, , OneByte
3623465573, 304068, 131073, 1125, 65535, 511, 2, 42, 50, true, , OneByte
3623465573, 304068, 196609, 1125, 65535, 511, 2, 42, 4f, true, , OneByte
3623465573, 304068, 262145, 1125, 65535, 511, 2, 42, 41, true, , OneByte
3623465573, 304068, 327681, 1125, 65535, 511, 2, 42, 53, true, , OneByte
3623465573, 304068, 393217, 1125, 65535, 511, 2, 42, 54, true, , OneByte
3623465573, 304068, 458753, 1125, 65535, 511, 2, 42, 46, true, , OneByte
3623465573, 304068, 524289, 1125, 65535, 511, 2, 42, 44, true, , OneByte
3623465573, 304068, 589825, 1125, 65535, 511, 2, 42, 42, true, 12-13, OneByte
2280487076, 412516, 1, 1125, 65535, 288, 2, 59, 4d, false, , OneByte
641885154, 149952, 2, 1126, 65535, 32, 2, 42, 5f, true, , OneByte
28810767, 149952, 2, 11255, 65535, 32, 0, 44, 0, false, 12-13, Unsolvable
2546268510, 149952, 2, 1126, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 149952, 2, 1126, 65535, 288, 2, 0, 0, false, , OneByte
3623454419, 149952, 2, 1126, 65535, 294, 2, 90, ff, true, , OneByte
1441259354, 751141, 1, 9681, 65535, 32, 0, 46, 0, false, 12-13, Unsolvable
2546394141, 751141, 1, 1190, 65535, 36, 2, ffffffcf, 1a, true, , OneByte
3623465573, 751141, 1, 1190, 65535, 511, 2, 30, 52, true, , OneByte
3623465573, 751141, 65537, 1190, 65535, 511, 2, 30, 51, true, , OneByte
3623465573, 751141, 131073, 1190, 65535, 511, 2, 30, 50, true, , OneByte
3623465573, 751141, 196609, 1190, 65535, 511, 2, 30, 4f, true, , OneByte
3623465573, 751141, 262145, 1190, 65535, 511, 2, 30, 41, true, , OneByte
3623465573, 751141, 327681, 1190, 65535, 511, 2, 30, 53, true, , OneByte
3623465573, 751141, 393217, 1190, 65535, 511, 2, 30, 54, true, , OneByte
3623465573, 751141, 458753, 1190, 65535, 511, 2, 30, 46, true, , OneByte
3623465573, 751141, 524289, 1190, 65535, 511, 2, 30, 44, true, , OneByte
3623465573, 751141, 589825, 1127, 65535, 511, 2, 42, 42, true, 12-13, OneByte
2280487076, 630405, 1, 1208, 65535, 288, 2, 59, 4d, false, , OneByte
1441259354, 951881, 1, 5228, 65535, 32, 0, 42, 0, false, 12-13, Unsolvable
2546394141, 951881, 1, 1129, 65535, 36, 2, ffffffe1, 1a, true, , OneByte
3623465573, 951881, 1, 1129, 65535, 511, 2, 42, 52, true, , OneByte
3623465573, 951881, 65537, 1129, 65535, 511, 2, 42, 51, true, , OneByte
3623465573, 951881, 131073, 1129, 65535, 511, 2, 42, 50, true, , OneByte
3623465573, 951881, 196609, 1129, 65535, 511, 2, 42, 4f, true, , OneByte
3623465573, 951881, 262145, 1129, 65535, 511, 2, 42, 41, true, , OneByte
3623465573, 951881, 327681, 1129, 65535, 511, 2, 42, 53, true, , OneByte
3623465573, 951881, 393217, 1129, 65535, 511, 2, 42, 54, true, , OneByte
3623465573, 951881, 458753, 1129, 65535, 511, 2, 42, 46, true, , OneByte
3623465573, 951881, 524289, 1129, 65535, 511, 2, 42, 44, true, , OneByte
3623465573, 951881, 589825, 1128, 65535, 511, 2, 42, 42, true, 12-13, OneByte
1645617483, 778186, 1, 1144, 65535, 32, 2, 70, 5f, false, , OneByte
641885154, 778186, 1, 1626, 65535, 32, 0, 41, 5f, false, 13-14, Unsolvable
28810767, 778186, 1, 1626, 65535, 32, 0, 41, 0, false, 13-14, Unsolvable
2546268510, 778186, 1, 1128, 65535, 288, 2, 4, 0, true, , OneByte
641885154, 778186, 2, 1238, 65535, 32, 2, 5f, 5f, false, , OneByte
1141667903, 110921, 1, 1128, 65535, 36, 2, 1, 6, true, , OneByte
1441259354, 110921, 1, 1237, 65535, 288, 0, 33, 0, false, 13-14, Unsolvable
2546394141, 110921, 1, 1237, 65535, 36, 0, ffffffd2, 1a, false, 13-14, Unsolvable
3623465573, 110921, 1, 1237, 65535, 511, 2, 33, 52, false, , OneByte
3623465573, 110921, 65537, 1128, 65535, 511, 2, 51, 51, true, 10-11&13-14, Offset
3623465573, 110921, 131073, 1237, 65535, 511, 0, 33, 50, false, 13-14, Unsolvable
3623465573, 110921, 196609, 1237, 65535, 511, 0, 33, 4f, false, 13-14, Unsolvable
3623465573, 110921, 262145, 1237, 65535, 511, 0, 33, 41, false, 13-14, Unsolvable
3623465573, 110921, 327681, 1237, 65535, 511, 0, 33, 53, false, 13-14, Unsolvable
3623465573, 110921, 393217, 1237, 65535, 511, 0, 33, 54, false, 13-14, Unsolvable
3623465573, 110921, 458753, 1237, 65535, 511, 0, 33, 46, false, 13-14, Unsolvable
3623465573, 110921, 524289, 1237, 65535, 511, 0, 33, 44, false, 13-14, Unsolvable
3623465573, 110921, 589825, 1235, 65535, 511, 2, 59, 42, true, , Offset
3425003710, 110921, 1, 1247, 65535, 36, 1, 2, 6, false, 13-14, Unsolvable
94058371, 110921, 1, 1247, 2, 288, 0, 59, 4c, false, 11-12&13-14, Offset
3623479103, 110921, 1, 1128, 65535, 288, 2, 51, 52, true, , Offset
1141667903, 414938, 1, 1155, 65535, 36, 2, 3, 6, false, , OneByte
1441259354, 414938, 1, 1155, 2, 288, 0, 42, 0, false, 12-13&13-14, Offset
2546394141, 414938, 1, 1155, 2, 36, 0, ffffffe1, 1a, false, 12-13&13-14, Offset
3623465573, 414938, 1, 1155, 2, 511, 0, 42, 52, false, 12-13&13-14, Offset
3623465573, 414938, 65537, 1155, 2, 511, 0, 42, 51, false, 12-13&13-14, Offset
3623465573, 414938, 131073, 1155, 2, 511, 0, 42, 50, false, 12-13&13-14, Offset
3623465573, 414938, 196609, 1155, 2, 511, 0, 42, 4f, false, 12-13&13-14, Offset
3623465573, 414938, 262145, 1155, 2, 511, 0, 42, 41, false, 12-13&13-14, Offset
3623465573, 414938, 327681, 1155, 2, 511, 0, 42, 53, false, 12-13&13-14, Offset
3623465573, 414938, 393217, 1155, 2, 511, 0, 42, 54, false, 12-13&13-14, Offset
3623465573, 414938, 458753, 1155, 2, 511, 0, 42, 46, false, 12-13&13-14, Offset
3623465573, 414938, 524289, 1155, 2, 511, 0, 42, 44, false, 12-13&13-14, Offset
3623465573, 414938, 589825, 1130, 65535, 511, 2, 59, 42, true, , Offset
31024011, 708579, 1, 1490, 65535, 36, 1, 2, 6, false, 13-14, Unsolvable
2546232870, 708579, 1, 1490, 2, 288, 0, 59, 0, false, 11-12&13-14, Offset
3623458478, 708579, 1, 1490, 2, 511, 0, 59, 43, false, 11-12&13-14, Offset
3623458478, 708579, 65537, 1490, 2, 511, 0, 59, 4e, false, 11-12&13-14, Offset
3623458478, 708579, 131073, 1490, 2, 511, 0, 59, 4d, false, 11-12&13-14, Offset
3623458478, 708579, 196609, 1490, 2, 511, 0, 59, 58, false, 11-12&13-14, Offset
3623458478, 708579, 262145, 1128, 65535, 511, 2, 59, 59, true, 11-12&13-14, Offset
3623458478, 708579, 327681, 1490, 2, 511, 0, 59, 49, false, 11-12&13-14, Offset
3623458478, 708579, 393217, 1490, 2, 511, 0, 59, 42, false, 11-12&13-14, Offset
1141667903, 534339, 1, 1130, 65535, 36, 2, 1, 6, true, , OneByte
900143235, 884416, 1, 16858, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 884416, 1, 16858, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
3806321823, 884416, 1, 16858, 65535, 36, 1, 4, 6, false, 13-14, Unsolvable
2700429706, 884416, 2, 16858, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
641885154, 884416, 2, 16858, 2, 32, 1, 5f, 5f, false, 13-14&14-15, Offset
2280487076, 708579, 1, 1250, 65535, 288, 0, 59, 4d, false, 10-11, Unsolvable
2280487076, 814825, 1, 1215, 65535, 288, 2, 59, 4d, true, , OneByte
1441259354, 462915, 2, 1833, 65535, 32, 0, 59, 0, false, 12-13, Unsolvable
2546394141, 462915, 2, 1268, 65535, 36, 2, ffffffe1, 1a, false, , OneByte
3623465573, 462915, 2, 1268, 65535, 511, 2, 42, 52, false, , OneByte
3623465573, 462915, 65538, 1268, 65535, 511, 2, 42, 51, false, , OneByte
3623465573, 462915, 131074, 1252, 65535, 511, 2, 43, 50, true, , OneByte
3623465573, 462915, 196610, 1268, 65535, 511, 2, 42, 4f, true, , OneByte
3623465573, 462915, 262146, 1268, 65535, 511, 2, 42, 41, true, , OneByte
3623465573, 462915, 327682, 1268, 65535, 511, 2, 42, 53, true, , OneByte
3623465573, 462915, 393218, 1268, 65535, 511, 2, 42, 54, true, , OneByte
3623465573, 462915, 458754, 1252, 65535, 511, 2, 43, 46, true, , OneByte
3623465573, 462915, 524290, 1268, 65535, 511, 2, 42, 44, false, , OneByte
3623465573, 462915, 589826, 1130, 65535, 511, 2, 42, 42, true, 12-13, OneByte
