cmpid, context, order, belong, p, op, condition, is_desirable, offsets, state
3623458478, 800921, 196609, 5310, 65535, 511, 2, 47, 58, true, , Offset
3623458478, 800921, 262145, 5310, 65535, 511, 2, 47, 59, true, , Offset
3623458478, 800921, 327681, 5310, 65535, 511, 2, 47, 49, true, , Offset
3623458478, 800921, 393217, 5310, 2, 511, 0, 47, 42, false, 13-14&14-15, Offset
93072034, 800921, 1, 5294, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3623453990, 241302, 1, 5294, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2280427379, 241302, 1, 5294, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
900143235, 898859, 1, 5295, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2700429706, 898859, 1, 5295, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3806321823, 898859, 1, 5295, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2829030878, 184697, 1, 5296, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
4192125339, 184697, 1, 5296, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3344215128, 41888, 1, 5297, 2, 288, 0, 1, 0, false, 13-14&14-15, Offset
1442710793, 41888, 1, 5297, 2, 16418, 0, 19, 0, true, 13-14&14-15, Offset
3243867498, 668330, 2, 5297, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
577234503, 135765, 2, 5297, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1731703510, 135765, 2, 5297, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1141667903, 41888, 2, 5297, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3425003710, 41888, 1, 5298, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3623479103, 41888, 1, 5298, 65535, 288, 2, 52, 52, true, , Offset
3623479334, 41888, 1, 5300, 65535, 288, 2, 50, 50, true, , Offset
1685076539, 41888, 1, 5303, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1141667903, 123983, 1, 5303, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3369389687, 348, 1, 5304, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
760262322, 41888, 1, 5304, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2280786967, 41888, 1, 5304, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3347213523, 41888, 1, 5304, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1141667903, 140410, 1, 9960, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1451705978, 41888, 1, 5304, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
4144043383, 41888, 1, 5304, 2, 288, 0, 46, 75, false, 13-14&14-15, Offset
3369389687, 151880, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
60150639, 41888, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
779208346, 323233, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2337625039, 323233, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
31024011, 929126, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
180451918, 41888, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
1624067266, 41888, 1, 5305, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3623454353, 224730, 1, 5306, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 224730, 1, 5306, 65535, 294, 2, 90, ff, true, , OneByte
279216103, 800921, 1, 5311, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2512944931, 800921, 1, 5313, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
31024011, 292154, 1, 5313, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2280487076, 800921, 1, 5312, 65535, 288, 2, 4d, 4d, true, , Offset
1141667903, 970809, 1, 16575, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
31024011, 129159, 1, 5315, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3243867498, 391395, 1, 5316, 65535, 36, 2, 6, 6, false, , OneByte
577234503, 907292, 1, 5316, 65535, 36, 2, 6, 6, false, , OneByte
1731703510, 907292, 1, 5316, 65535, 36, 2, 6, 6, false, , OneByte
1141667903, 1010153, 1, 5316, 65535, 36, 2, 6, 6, false, , OneByte
3623445410, 503538, 1, 5317, 65535, 32, 2, 0, 0, false, , OneByte
1645617483, 829331, 1, 5318, 65535, 32, 2, 5f, 5f, false, , OneByte
2280400055, 503538, 1, 5321, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
641885154, 829331, 1, 5323, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 829331, 1, 5325, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 829331, 1, 5323, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 829331, 1, 5325, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 829331, 1, 5325, 65535, 294, 2, 90, ff, true, , OneByte
1442106695, 110327, 1, 5327, 65535, 32, 2, 73, 73, false, , OneByte
1645617483, 804389, 1, 5327, 65535, 32, 2, 5f, 5f, false, , OneByte
3343731315, 110327, 1, 5328, 65535, 32, 0, 73, 0, false, 13-14, Unsolvable
3344377290, 110327, 1, 5328, 65535, 32, 2, 8, 0, true, , OneByte
2280469355, 110327, 1, 5328, 65535, 294, 2, 18, ff, true, , OneByte
3344215128, 214615, 1, 5329, 65535, 288, 2, 1, 0, false, , OneByte
4182711916, 558634, 1, 5333, 65535, 38, 0, 0, ccccccc, false, 150-151, Unsolvable
4182706438, 881434, 1, 5333, 65535, 40, 2, 0, 1, true, , OneByte
641885154, 804389, 1, 5336, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 804389, 1, 5359, 65535, 32, 0, 61, 0, false, 14-15, Unsolvable
2546268510, 804389, 1, 5336, 65535, 288, 2, 4, 0, true, , OneByte
3623487320, 110327, 1, 5339, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 110327, 1, 5337, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 110327, 65537, 5337, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 715678, 1, 5352, 65535, 511, 2, 5f, 52, false, , OneByte
3623465573, 715678, 65537, 5352, 65535, 511, 2, 5f, 51, true, , OneByte
3623465573, 715678, 131073, 5352, 65535, 511, 2, 5f, 50, true, , OneByte
3623465573, 715678, 196609, 5352, 65535, 511, 2, 5f, 4f, true, , OneByte
3623465573, 715678, 262145, 5352, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 715678, 327681, 5352, 65535, 511, 2, 5f, 53, false, , OneByte
3623465573, 715678, 393217, 5352, 65535, 511, 2, 5f, 54, false, , OneByte
3623465573, 715678, 458753, 5352, 65535, 511, 2, 5f, 46, true, , OneByte
3623465573, 715678, 524289, 5352, 65535, 511, 2, 5f, 44, true, , OneByte
3623465573, 715678, 589825, 5352, 65535, 511, 2, 5f, 42, true, , OneByte
2546232870, 422055, 1, 5352, 65535, 288, 0, 5f, 0, false, 14-15, Unsolvable
3623458478, 422055, 1, 5352, 65535, 511, 2, 5f, 43, true, , OneByte
3623458478, 422055, 65537, 5352, 65535, 511, 2, 5f, 4e, true, , OneByte
3623458478, 422055, 131073, 5352, 65535, 511, 2, 5f, 4d, true, , OneByte
3623458478, 422055, 196609, 5352, 65535, 511, 2, 5f, 58, true, , OneByte
3623458478, 422055, 262145, 5352, 65535, 511, 2, 5f, 59, true, , OneByte
3623458478, 422055, 327681, 5352, 65535, 511, 2, 5f, 49, true, , OneByte
3623458478, 422055, 393217, 5352, 65535, 511, 0, 5f, 42, false, 14-15, Unsolvable
3623479664, 214615, 1, 5340, 65535, 288, 2, 41, 41, true, , OneByte
2546327019, 1039726, 1, 5342, 65535, 32, 2, 5f, 73, false, , OneByte
3623455343, 19297, 1, 5382, 65535, 32, 2, 31, 75, false, , OneByte
3623444882, 19297, 1, 5382, 65535, 32, 0, 31, 0, false, 14-15, Unsolvable
2546264649, 19297, 1, 5342, 65535, 288, 2, 0, 0, true, , OneByte
151029987, 111807, 1, 5343, 65535, 32, 2, 5f, 47, false, , OneByte
3842195558, 214615, 1, 5386, 65535, 32, 2, 42, 45, true, , OneByte
1359269887, 461654, 1, 5343, 65535, 32, 2, 5f, 42, true, , OneByte
4077809662, 461654, 1, 5387, 65535, 32, 2, 43, 49, false, , OneByte
151029987, 255147, 1, 5344, 65535, 32, 2, 5f, 47, false, , OneByte
846525343, 214615, 1, 5392, 65535, 32, 2, 41, 55, false, , OneByte
2539576030, 214615, 1, 5392, 65535, 32, 2, 41, 4b, true, , OneByte
1381347794, 214615, 1, 5392, 65535, 32, 2, 41, 45, true, , OneByte
1441259354, 115085, 1, 12469, 65535, 32, 0, 78, 0, false, 14-15, Unsolvable
2546394141, 115085, 1, 5392, 65535, 36, 2, ffffffe0, 1a, true, , OneByte
3623465573, 115085, 1, 5392, 65535, 511, 2, 41, 52, true, , OneByte
3623465573, 115085, 65537, 5392, 65535, 511, 2, 41, 51, true, , OneByte
3623465573, 115085, 131073, 5392, 65535, 511, 2, 41, 50, true, , OneByte
3623465573, 115085, 196609, 5392, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 115085, 262145, 5344, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 115085, 327681, 5392, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 115085, 393217, 5392, 65535, 511, 2, 41, 54, true, , OneByte
3623465573, 115085, 458753, 5392, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 115085, 524289, 5392, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 115085, 589825, 5392, 65535, 511, 2, 41, 42, true, , OneByte
1442106695, 1039726, 1, 5346, 65535, 32, 2, 5f, 73, false, , OneByte
2546232870, 495821, 1, 10252, 65535, 32, 0, 5f, 0, false, 14-15, Unsolvable
3623458478, 495821, 1, 5346, 65535, 511, 2, 5f, 43, true, , OneByte
3623458478, 495821, 65537, 5346, 65535, 511, 2, 5f, 4e, true, , OneByte
3623458478, 495821, 131073, 5346, 65535, 511, 2, 5f, 4d, true, , OneByte
3623458478, 495821, 196609, 5346, 65535, 511, 2, 5f, 58, true, , OneByte
3623458478, 495821, 262145, 5346, 65535, 511, 2, 5f, 59, true, , OneByte
3623458478, 495821, 327681, 5346, 65535, 511, 2, 5f, 49, true, , OneByte
3623458478, 495821, 393217, 5346, 65535, 511, 2, 5f, 42, true, , OneByte
2280487076, 1039726, 1, 5346, 65535, 288, 2, 4d, 4d, true, , OneByte
3343731315, 1039726, 1, 5347, 65535, 32, 0, 5f, 0, false, 14-15, Unsolvable
3344377290, 1039726, 1, 5347, 65535, 32, 2, 0, 0, true, , OneByte
3623487320, 1039726, 1, 5347, 65535, 294, 2, 30, ff, true, , OneByte
3623479334, 214615, 1, 5348, 65535, 288, 2, 4f, 50, true, , OneByte
1441259354, 196487, 1, 16833, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546394141, 196487, 1, 5437, 65535, 36, 2, ffffffec, 1a, true, , OneByte
3623465573, 196487, 1, 5437, 65535, 511, 2, 4d, 52, true, , OneByte
3623465573, 196487, 65537, 5437, 65535, 511, 2, 4d, 51, true, , OneByte
3623465573, 196487, 131073, 5437, 65535, 511, 2, 4d, 50, true, , OneByte
3623465573, 196487, 196609, 5437, 65535, 511, 2, 4d, 4f, true, , OneByte
3623465573, 196487, 262145, 5349, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 196487, 327681, 5437, 65535, 511, 2, 4d, 53, true, , OneByte
3623465573, 196487, 393217, 5437, 65535, 511, 2, 4d, 54, true, , OneByte
3623465573, 196487, 458753, 5349, 65535, 511, 2, 5f, 46, true, , OneByte
3623465573, 196487, 524289, 5349, 65535, 511, 2, 5f, 44, true, , OneByte
3623465573, 196487, 589825, 5349, 65535, 511, 2, 5f, 42, true, , OneByte
94058371, 214615, 1, 5350, 65535, 32, 2, 5f, 4c, false, , OneByte
3623479103, 214615, 1, 5350, 65535, 288, 2, 51, 52, true, , OneByte
282175114, 214615, 1, 5353, 65535, 32, 2, 5f, 45, false, , OneByte
1441259354, 131512, 1, 10803, 65535, 32, 0, 5f, 0, false, 14-15, Unsolvable
2546394141, 131512, 1, 5459, 65535, 36, 2, ffffffec, 1a, true, , OneByte
3623465573, 131512, 1, 5459, 65535, 511, 2, 4d, 52, true, , OneByte
3623465573, 131512, 65537, 5459, 65535, 511, 2, 4d, 51, true, , OneByte
3623465573, 131512, 131073, 5459, 65535, 511, 2, 4d, 50, true, , OneByte
3623465573, 131512, 196609, 5459, 65535, 511, 2, 4d, 4f, true, , OneByte
3623465573, 131512, 262145, 5353, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 131512, 327681, 5459, 65535, 511, 2, 4d, 53, true, , OneByte
3623465573, 131512, 393217, 5459, 65535, 511, 2, 4d, 54, true, , OneByte
3623465573, 131512, 458753, 5452, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 131512, 524289, 5452, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 131512, 589825, 5452, 65535, 511, 2, 41, 42, true, , OneByte
2546232870, 110327, 2, 5355, 65535, 288, 0, 5f, 0, false, 14-15, Unsolvable
3623458478, 110327, 2, 5477, 65535, 511, 2, 4d, 43, false, , OneByte
3623458478, 110327, 65538, 5477, 65535, 511, 2, 4d, 4e, false, , OneByte
3623458478, 110327, 131074, 5355, 65535, 511, 2, 5f, 4d, true, , OneByte
3623458478, 110327, 196610, 5477, 65535, 511, 2, 4d, 58, true, , OneByte
3623458478, 110327, 262146, 5477, 65535, 511, 2, 4d, 59, true, , OneByte
3623458478, 110327, 327682, 5477, 65535, 511, 2, 4d, 49, false, , OneByte
3623458478, 110327, 393218, 5477, 65535, 511, 0, 4d, 42, false, 14-15, Unsolvable
4182721651, 881434, 1, 5357, 65535, 40, 1, 0, 1, false, 150-151, Unsolvable
3623454353, 804389, 1, 5358, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 804389, 1, 5358, 65535, 294, 2, 90, ff, true, , OneByte
3623479664, 715678, 1, 5361, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 715678, 1, 5365, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 422055, 1, 5367, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 715678, 1, 5369, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 715678, 1, 5371, 65535, 288, 2, 51, 52, true, , OneByte
3623449733, 19297, 1, 5381, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 19297, 1, 5382, 65535, 34, 0, 6, 7, false, 14-15, Unsolvable
3623484944, 19297, 1, 5381, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 19297, 1, 5381, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
31024011, 807598, 1, 5381, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
4144043383, 214615, 1, 5391, 65535, 288, 2, 46, 75, true, , OneByte
3623479664, 115085, 1, 5392, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 115085, 1, 12474, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 875188, 1, 5401, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 115085, 1, 5403, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 115085, 1, 5405, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 115085, 1, 5412, 65535, 288, 2, 1, 0, true, , OneByte
2280487076, 495821, 1, 5420, 65535, 288, 2, 4d, 4d, true, , OneByte
2280469355, 1039726, 1, 5428, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 1039726, 1, 5426, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 1039726, 65537, 5426, 65535, 511, 2, 41, 53, true, , OneByte
3623479664, 196487, 1, 5431, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 196487, 1, 16834, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 943294, 1, 5437, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 196487, 1, 5439, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 196487, 1, 5441, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 196487, 1, 5447, 65535, 288, 2, 1, 0, false, , OneByte
3623479664, 131512, 1, 5452, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 131512, 1, 5457, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 957057, 1, 5459, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 131512, 1, 5461, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 131512, 1, 5463, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 131512, 1, 5469, 65535, 288, 2, 1, 0, true, , OneByte
3623479664, 865742, 1, 5473, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 865742, 1, 6081, 65535, 288, 2, 41, 75, false, , OneByte
2280487076, 110327, 2, 5477, 65535, 288, 0, 59, 4d, false, 12-13, Unsolvable
3623479103, 865742, 1, 5480, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 865742, 1, 5487, 65535, 288, 2, 1, 0, false, , OneByte
1441259354, 723956, 1, 5500, 65535, 32, 0, 61, 0, false, 14-15, Unsolvable
2546394141, 723956, 1, 5490, 65535, 36, 2, ffffffe0, 1a, true, , OneByte
3623465573, 723956, 1, 5490, 65535, 511, 2, 41, 52, true, , OneByte
3623465573, 723956, 65537, 5490, 65535, 511, 2, 41, 51, true, , OneByte
3623465573, 723956, 131073, 5490, 65535, 511, 2, 41, 50, true, , OneByte
3623465573, 723956, 196609, 5490, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 723956, 262145, 5489, 65535, 511, 2, 4d, 41, true, , OneByte
3623465573, 723956, 327681, 5490, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 723956, 393217, 5490, 65535, 511, 2, 41, 54, true, , OneByte
3623465573, 723956, 458753, 5490, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 723956, 524289, 5490, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 723956, 589825, 5490, 65535, 511, 2, 41, 42, true, , OneByte
3623479664, 723956, 1, 5490, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 723956, 1, 5493, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
3623479334, 723956, 1, 5494, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 723956, 1, 5496, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 723956, 1, 5500, 65535, 288, 2, 1, 0, true, , OneByte
641885154, 636900, 1, 5503, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 636900, 1, 5503, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 636900, 1, 5503, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 636900, 1, 5504, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 636900, 1, 5504, 65535, 294, 2, 90, ff, true, , OneByte
1441259354, 981912, 1, 5506, 65535, 32, 0, 5f, 0, false, 14-15, Unsolvable
2546394141, 981912, 1, 5511, 65535, 36, 2, ffffffe0, 1a, true, , OneByte
3623465573, 981912, 1, 5511, 65535, 511, 2, 41, 52, true, , OneByte
3623465573, 981912, 65537, 5511, 65535, 511, 2, 41, 51, true, , OneByte
3623465573, 981912, 131073, 5511, 65535, 511, 2, 41, 50, true, , OneByte
3623465573, 981912, 196609, 5511, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 981912, 262145, 5506, 65535, 511, 2, 5f, 41, true, , OneByte
3623465573, 981912, 327681, 5511, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 981912, 393217, 5511, 65535, 511, 2, 41, 54, true, , OneByte
3623465573, 981912, 458753, 5511, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 981912, 524289, 5511, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 981912, 589825, 5511, 65535, 511, 2, 41, 42, true, , OneByte
3623445410, 41307, 1, 5508, 65535, 32, 2, 0, 0, false, , OneByte
1645617483, 990194, 1, 5509, 65535, 32, 2, 5f, 5f, false, , OneByte
3623479664, 981912, 1, 5511, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 981912, 1, 5515, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 155809, 1, 5517, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 981912, 1, 5519, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 981912, 1, 5521, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 981912, 1, 5527, 65535, 288, 2, 1, 0, true, , OneByte
2280400055, 41307, 1, 5530, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
641885154, 990194, 1, 5532, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
3623449733, 230711, 1, 5538, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 230711, 1, 5539, 65535, 34, 0, 6, 7, false, 14-15, Unsolvable
3623484944, 230711, 1, 5538, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 230711, 1, 5538, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
180451918, 171518, 1, 5539, 65535, 36, 0, 7, 6, false, 14-15, Unsolvable
60150639, 171518, 1, 5538, 65535, 36, 2, 6, 6, true, , OneByte
779208346, 446719, 1, 5538, 65535, 36, 2, 6, 6, true, , OneByte
2337625039, 446719, 1, 5538, 65535, 36, 2, 6, 6, true, , OneByte
31024011, 791352, 1, 5538, 65535, 36, 2, 6, 6, true, , OneByte
1624067266, 171518, 1, 5539, 65535, 36, 0, 7, 6, false, 14-15, Unsolvable
3623479664, 453109, 1, 5542, 65535, 288, 2, 41, 41, true, , OneByte
2280487076, 684748, 1, 5548, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 453109, 1, 5550, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 453109, 1, 5552, 65535, 288, 2, 51, 52, true, , OneByte
3344215128, 453109, 1, 5558, 65535, 288, 2, 1, 0, true, , OneByte
2546327019, 30046, 1, 5562, 65535, 32, 2, 5f, 73, false, , OneByte
3623455343, 1041233, 1, 5562, 65535, 32, 2, 5f, 75, false, , OneByte
3623444882, 1041233, 1, 5562, 65535, 32, 0, 5f, 0, false, 14-15, Unsolvable
2546264649, 1041233, 1, 5562, 65535, 288, 2, 0, 0, true, , OneByte
151029987, 924815, 1, 5563, 65535, 32, 2, 5f, 47, false, , OneByte
3842195558, 847463, 1, 5563, 65535, 32, 2, 5f, 45, true, , OneByte
1359269887, 566118, 1, 5563, 65535, 32, 2, 5f, 42, true, , OneByte
4077809662, 566118, 1, 5563, 65535, 32, 2, 5f, 49, false, , OneByte
151029987, 806043, 1, 5582, 65535, 32, 2, 45, 47, true, , OneByte
846525343, 847463, 1, 5582, 65535, 32, 2, 45, 55, true, , OneByte
2539576030, 847463, 1, 5582, 65535, 32, 2, 45, 4b, true, , OneByte
1381347794, 847463, 1, 5564, 65535, 32, 2, 5f, 45, true, , OneByte
1442106695, 30046, 1, 5574, 65535, 32, 2, 5f, 73, false, , OneByte
2280487076, 30046, 2, 5598, 65535, 288, 0, 59, 4d, false, 11-12, Unsolvable
3343731315, 30046, 1, 15723, 65535, 32, 0, 43, 0, false, 12-13, Unsolvable
3344377290, 30046, 1, 5602, 65535, 32, 2, 0, 0, true, , OneByte
3623487320, 30046, 1, 5567, 65535, 294, 2, 30, ff, true, , OneByte
3623479334, 847463, 1, 5568, 65535, 288, 2, 4f, 50, true, , OneByte
94058371, 847463, 1, 5570, 65535, 32, 2, 5f, 4c, false, , OneByte
3623479103, 847463, 1, 5570, 65535, 288, 2, 51, 52, true, , OneByte
282175114, 847463, 1, 5573, 65535, 32, 2, 5f, 45, false, , OneByte
3344215128, 847463, 1, 5576, 65535, 288, 2, 1, 0, true, , OneByte
3623449733, 1041233, 1, 5578, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 1041233, 1, 5579, 65535, 34, 0, 6, 7, false, 14-15, Unsolvable
3623484944, 1041233, 1, 5578, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 1041233, 1, 5578, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
31024011, 260766, 1, 5578, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
4144043383, 847463, 1, 5586, 65535, 32, 2, 55, 75, true, , OneByte
1645617483, 891794, 1, 5599, 65535, 32, 2, 59, 5f, false, , OneByte
641885154, 891794, 1, 5619, 65535, 32, 0, 61, 5f, false, 12-13, Unsolvable
28810767, 891794, 1, 5619, 65535, 32, 0, 61, 0, false, 12-13, Unsolvable
2546268510, 891794, 1, 5599, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 891794, 1, 5599, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 891794, 1, 5616, 65535, 294, 2, 90, ff, true, , OneByte
641885154, 891794, 2, 5616, 65535, 32, 2, 58, 5f, false, , OneByte
28810767, 891794, 2, 5616, 65535, 32, 0, 58, 0, false, 13-14, Unsolvable
2546268510, 891794, 2, 5619, 65535, 288, 2, 0, 0, false, , OneByte
3623454353, 891794, 2, 5599, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 891794, 2, 5599, 65535, 294, 2, 90, ff, true, , OneByte
641885154, 891794, 3, 5619, 65535, 32, 2, 73, 5f, false, , OneByte
28810767, 891794, 3, 5619, 65535, 32, 0, 73, 0, false, 14-15, Unsolvable
2546268510, 891794, 3, 5619, 65535, 288, 2, 0, 0, false, , OneByte
3623454353, 891794, 3, 5619, 65535, 288, 2, 8, 0, true, , OneByte
1442106695, 651637, 1, 5602, 65535, 32, 2, 73, 73, false, , OneByte
2280469355, 30046, 1, 5602, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 30046, 1, 5600, 65535, 511, 2, 59, 43, true, , OneByte
3623468114, 30046, 65537, 5602, 65535, 511, 2, 43, 53, true, , OneByte
3623479664, 895368, 1, 5609, 65535, 288, 2, 41, 41, false, , OneByte
31352790, 898368, 1, 5621, 65535, 32, 2, 61, 45, false, , OneByte
660064975, 366015, 1, 5621, 65535, 32, 2, 61, 4c, false, , OneByte
1980194926, 366015, 1, 5621, 65535, 32, 2, 61, 4b, true, , OneByte
1441259354, 468042, 1, 5768, 65535, 32, 0, 4f, 0, false, 13-14, Unsolvable
2546394141, 468042, 1, 5615, 65535, 36, 2, fffffff7, 1a, true, , OneByte
3623465573, 468042, 1, 5634, 65535, 511, 2, 41, 52, true, , OneByte
3623465573, 468042, 65537, 5634, 65535, 511, 2, 41, 51, true, , OneByte
3623465573, 468042, 131073, 5634, 65535, 511, 2, 41, 50, true, , OneByte
3623465573, 468042, 196609, 5634, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 468042, 262145, 5615, 65535, 511, 2, 58, 41, true, , OneByte
3623465573, 468042, 327681, 5634, 65535, 511, 2, 41, 53, true, , OneByte
3623465573, 468042, 393217, 5634, 65535, 511, 2, 41, 54, true, , OneByte
3623465573, 468042, 458753, 5634, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 468042, 524289, 5634, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 468042, 589825, 5634, 65535, 511, 2, 41, 42, true, , OneByte
2546232870, 769907, 1, 5652, 65535, 288, 0, 67, 0, false, 13-14, Unsolvable
3623458478, 769907, 1, 5615, 65535, 511, 2, 58, 43, true, , OneByte
3623458478, 769907, 65537, 5615, 65535, 511, 2, 58, 4e, true, , OneByte
3623458478, 769907, 131073, 5615, 65535, 511, 2, 58, 4d, true, , OneByte
