0, 0.74, 1, 0, 0
5, 1.39, 79, 0, 0
10, 1.53, 97, 0, 0
15, 1.6, 127, 0, 0
20, 1.78, 158, 0, 0
25, 1.8, 174, 0, 0
30, 1.83, 188, 0, 0
35, 1.83, 193, 0, 0
40, 1.83, 205, 0, 0
45, 1.83, 220, 0, 0
50, 1.83, 222, 0, 0
55, 1.83, 234, 0, 0
60, 1.85, 261, 0, 0
65, 1.9, 281, 0, 0
70, 1.96, 333, 0, 0
75, 1.97, 351, 0, 0
80, 2.17, 358, 0, 0
85, 2.73, 358, 0, 0
90, 2.97, 358, 0, 0
95, 3.3, 358, 0, 0
100, 3.61, 358, 0, 0
105, 3.75, 358, 0, 0
110, 4.16, 358, 0, 0
115, 4.4, 358, 0, 0
120, 4.54, 358, 0, 0
125, 4.65, 358, 0, 0
130, 4.79, 358, 0, 0
135, 4.92, 358, 0, 0
140, 4.99, 358, 0, 0
145, 5.09, 358, 0, 0
150, 5.14, 358, 0, 0
155, 5.25, 358, 0, 0
160, 5.34, 358, 0, 0
165, 5.45, 358, 0, 0
170, 5.53, 358, 0, 0
175, 5.59, 358, 0, 0
180, 5.64, 358, 0, 0
185, 5.72, 358, 0, 0
190, 5.78, 358, 0, 0
195, 5.82, 358, 0, 0
200, 5.89, 358, 0, 0
205, 5.95, 358, 0, 0
210, 6.1, 358, 0, 0
215, 6.11, 358, 0, 0
220, 6.2, 358, 0, 0
225, 6.41, 358, 0, 0
230, 6.47, 358, 0, 0
235, 6.5, 358, 0, 0
240, 6.64, 358, 0, 0
245, 6.69, 358, 0, 0
250, 6.71, 358, 0, 0
255, 6.8, 358, 0, 0
260, 6.84, 358, 0, 0
265, 6.88, 358, 0, 0
270, 7, 358, 0, 0
275, 7.02, 358, 0, 0
280, 7.11, 358, 0, 0
285, 7.14, 358, 0, 0
290, 7.24, 358, 0, 0
295, 7.26, 358, 0, 0
300, 7.28, 358, 0, 0
305, 7.29, 358, 0, 0
310, 7.33, 358, 0, 0
315, 7.4, 358, 0, 0
320, 7.43, 358, 0, 0
325, 7.48, 358, 0, 0
330, 7.51, 358, 0, 0
335, 7.54, 358, 0, 0
340, 7.58, 358, 0, 0
345, 7.61, 358, 0, 0
350, 7.64, 358, 0, 0
355, 7.66, 358, 0, 0
360, 7.74, 358, 0, 0
365, 7.8, 358, 0, 0
370, 7.82, 358, 0, 0
375, 7.86, 358, 0, 0
380, 7.94, 358, 0, 0
385, 7.96, 358, 0, 0
390, 7.98, 358, 0, 0
395, 8, 358, 0, 0
400, 8.01, 358, 0, 0
405, 8.06, 358, 0, 0
410, 8.09, 358, 0, 0
415, 8.14, 358, 0, 0
420, 8.18, 358, 0, 0
425, 8.21, 358, 0, 0
430, 8.22, 358, 0, 0
435, 8.23, 358, 0, 0
440, 8.25, 358, 0, 0
445, 8.27, 358, 0, 0
450, 8.3, 358, 0, 0
455, 8.34, 358, 0, 0
460, 8.36, 358, 0, 0
465, 8.37, 358, 0, 0
470, 8.39, 358, 0, 0
475, 8.42, 358, 0, 0
480, 8.49, 358, 0, 0
485, 8.52, 358, 0, 0
490, 8.54, 358, 0, 0
495, 8.59, 358, 0, 0
500, 8.63, 358, 0, 0
505, 8.64, 358, 0, 0
510, 8.68, 358, 0, 0
515, 8.68, 358, 0, 0
520, 8.77, 358, 0, 0
525, 8.78, 358, 0, 0
530, 8.78, 358, 0, 0
535, 8.8, 358, 0, 0
540, 8.81, 358, 0, 0
545, 8.83, 358, 0, 0
550, 8.89, 358, 0, 0
555, 8.9, 358, 0, 0
560, 8.94, 358, 0, 0
565, 8.94, 358, 0, 0
570, 8.97, 358, 0, 0
575, 8.98, 358, 0, 0
580, 9.01, 358, 0, 0
585, 9.03, 358, 0, 0
590, 9.05, 358, 0, 0
595, 9.09, 358, 0, 0
600, 9.11, 358, 0, 0
605, 9.12, 358, 0, 0
610, 9.14, 358, 0, 0
615, 9.15, 358, 0, 0
620, 9.17, 358, 0, 0
625, 9.18, 358, 0, 0
630, 9.19, 358, 0, 0
635, 9.22, 358, 0, 0
640, 9.23, 358, 0, 0
645, 9.39, 358, 0, 0
650, 9.41, 358, 0, 0
655, 9.43, 358, 0, 0
660, 9.46, 358, 0, 0
665, 9.48, 358, 0, 0
670, 9.48, 358, 0, 0
675, 9.5, 358, 0, 0
680, 9.52, 358, 0, 0
685, 9.54, 358, 0, 0
690, 9.55, 358, 0, 0
695, 9.58, 358, 0, 0
700, 9.59, 358, 0, 0
705, 9.59, 358, 0, 0
710, 9.62, 358, 0, 0
715, 9.64, 358, 0, 0
720, 9.66, 358, 0, 0
725, 9.67, 358, 0, 0
730, 9.68, 358, 0, 0
735, 9.69, 358, 0, 0
740, 9.7, 358, 0, 0
745, 9.72, 358, 0, 0
751, 9.73, 358, 0, 0
756, 9.73, 358, 0, 0
761, 9.74, 358, 0, 0
766, 9.75, 358, 0, 0
771, 9.78, 358, 0, 0
776, 9.79, 358, 0, 0
781, 9.79, 358, 0, 0
786, 9.79, 358, 0, 0
791, 9.81, 358, 0, 0
796, 9.83, 358, 0, 0
801, 9.83, 358, 0, 0
806, 9.9, 6486, 0, 0
811, 9.94, 6521, 0, 0
816, 9.95, 6549, 0, 0
821, 10, 6582, 0, 0
826, 10, 6592, 0, 0
831, 10.02, 6612, 0, 0
836, 10.05, 6626, 0, 0
841, 10.06, 6637, 0, 0
846, 10.07, 6648, 0, 0
851, 10.13, 6678, 0, 0
856, 10.14, 6682, 0, 0
861, 10.14, 6682, 0, 0
866, 10.14, 6682, 0, 0
871, 10.14, 6692, 0, 0
876, 10.18, 6712, 0, 0
881, 10.2, 6729, 0, 0
886, 10.2, 6741, 0, 0
891, 10.2, 6756, 0, 0
896, 10.22, 6774, 0, 0
901, 10.23, 6781, 0, 0
906, 10.23, 6785, 0, 0
911, 10.23, 6788, 0, 0
916, 10.25, 6797, 0, 0
921, 10.25, 6799, 0, 0
926, 10.25, 6809, 0, 0
931, 10.26, 6820, 0, 0
936, 10.38, 6829, 0, 0
941, 10.41, 6852, 0, 0
946, 10.41, 6863, 0, 0
951, 10.41, 6879, 0, 0
956, 10.42, 6883, 0, 0
961, 10.42, 6889, 0, 0
966, 10.43, 6904, 0, 0
971, 10.44, 6907, 0, 0
976, 10.44, 6908, 0, 0
981, 10.44, 6913, 0, 0
986, 10.44, 6921, 0, 0
991, 10.47, 6952, 0, 0
996, 10.47, 6953, 0, 0
1001, 10.48, 6976, 0, 0
1006, 10.5, 6999, 0, 0
1011, 10.51, 7010, 0, 0
1016, 10.51, 7018, 0, 0
1021, 10.51, 7020, 0, 0
1026, 10.51, 7036, 0, 0
1031, 10.51, 7040, 0, 0
1036, 10.52, 7052, 0, 0
1041, 10.52, 7054, 0, 0
1046, 10.52, 7061, 0, 0
1051, 10.52, 7076, 0, 0
1056, 10.52, 7079, 0, 0
1061, 10.53, 7089, 0, 0
1066, 10.53, 7097, 0, 0
1071, 10.54, 7108, 0, 0
1076, 10.54, 7120, 0, 0
1081, 10.56, 7143, 0, 0
1086, 10.58, 7159, 0, 0
1091, 10.59, 7171, 0, 0
1096, 10.6, 7180, 0, 0
1101, 10.61, 7196, 0, 0
1106, 10.61, 7201, 0, 0
1111, 10.61, 7205, 0, 0
1116, 10.61, 7213, 0, 0
1121, 10.62, 7225, 0, 0
1126, 10.62, 7233, 0, 0
1131, 10.62, 7240, 0, 0
1136, 10.63, 7247, 0, 0
1141, 10.63, 7255, 0, 0
1146, 10.64, 7274, 0, 0
